date, pm25, pm10, o3, no2, so2, co
2024/6/24, 58, 16, 57, 6, 2, 2
2024/6/25, 32, 18, 56, 8, 2, 2
2024/6/26, 43, 24, 84, 10, 3, 2
2024/6/27, 57, 31, 111, 10, 3, 3
2024/6/28, 76, 26, 84, 8, 3, 3
2024/6/29, 70, 16, 41, 5, 2, 2
2024/6/30, 41, 21, 79, 5, 2, 2
2024/1/1, 57, 32, 27, 12, 2, 4
2024/1/2, 80, 31, 29, 16, 3, 5
2024/1/3, 77, 48, 18, 28, 3, 7
2024/1/4, 105, 63, 33, 29, 4, 8
2024/1/5, 137, 21, 26, 12, 3, 4
2024/1/6, 50, 21, 26, 5, 3, 4
2024/1/7, 51, 21, 15, 19, 2, 5
2024/1/8, 51, 30, 2, 39, 3, 7
2024/1/9, 78, 53, 14, 28, 3, 8
2024/1/10, 128, 55, 35, 31, 3, 7
2024/1/11, 131, 44, 30, 13, 3, 5
2024/1/12, 96, 21, 20, 23, 3, 5
2024/1/13, 48, 29, 33, 29, 3, 7
2024/1/14, 75, 18, 27, 9, 3, 3
2024/1/15, 44, 25, 17, 24, 3, 5
2024/1/16, 60, 31, 3, 39, 3, 8
2024/1/17, 80, 23, 21, 24, 3, 6
2024/1/18, 70, 11, 29, 14, 3, 4
2024/1/19, 34, 3, 29, 8, 2, 3
2024/1/20, 7, 15, 26, 7, 2, 3
2024/1/21, 35, 41, 28, 5, 2, 4
2024/1/22, 76, 21, 28, 4, 2, 3
2024/1/23, 51, 19, 30, 4, 3, 3
2024/1/24, 44, 19, 25, 12, 3, 4
2024/1/25, 52, 29, 25, 23, 3, 6
2024/1/26, 71, 45, 34, 22, 3, 7
2024/1/27, 102, 31, 34, 16, 2, 5
2024/1/28, 76, 37, 36, 19, 2, 6
2024/1/29, 88, 46, 24, 25, 2, 7
2024/1/30, 105, 48, 39, 30, 3, 7
2024/1/31, 113, 62, 33, 19, 3, 8
2024/2/1, 146, 26, 22, 21, 2, 4
2024/2/2, 72, 26, 24, 21, 2, 5
2024/2/3, 70, 21, 29, 19, 2, 5
2024/2/4, 63, 6, 32, 8, 2, 3
2024/2/5, 19, 9, 27, 14, 2, 3
2024/2/6, 34, 23, 27, 10, 2, 5
2024/2/7, 69, 35, 36, 16, 2, 6
2024/2/8, 90, 29, 38, 15, 2, 4
2024/2/9, 78, 43, 43, 19, 2, 6
2024/2/10, 102, 51, 42, 14, 2, 6
2024/2/11, 124, 52, 31, 18, 2, 6
2024/2/12, 120, 56, 42, 25, 3, 6
2024/2/13, 118, 40, 35, 21, 3, 5
2024/2/14, 79, 19, 34, 6, 2, 3
2024/2/15, 49, 24, 24, 16, 2, 4
2024/2/16, 60, 39, 27, 24, 2, 5
2024/2/17, 90, 31, 26, 18, 2, 5
2024/2/18, 73, 11, 16, 20, 2, 6
2024/2/19, 19, 25, 24, 11, 2, 4
2024/2/20, 55, , 25, 11, 2, 2
2024/2/21, 6, 4, 27, 11, 2, 2
2024/2/22, 9, 7, 32, 10, 2, 2
2024/2/23, 17, 12, 32, 11, 2, 2
2024/2/24, 29, 10, 31, 9, 2, 3
2024/2/25, 36, 26, 30, 13, 2, 4
2024/2/26, 63, 14, 34, 13, 2, 3
2024/2/27, 35, 26, 25, 20, 2, 3
2024/2/28, 57, 44, 38, 14, 3, 4
2024/2/29, 95, 32, 36, 3, 2, 2
2024/3/1, 41, 32, 36, 12, 2, 3
2024/3/2, 53, 77, 44, 10, 2, 5
2024/3/3, 143, 49, 30, 23, 2, 4
2024/3/4, 86, 36, 36, 20, 3, 4
2024/3/5, 69, 11, 31, 12, 2, 3
2024/3/6, 26, 23, 38, 13, 2, 3
2024/3/7, 56, 34, 40, 6, 2, 3
2024/3/8, 67, 28, 36, 8, 2, 3
2024/3/9, 62, 25, 40, 15, 2, 3
2024/3/10, 60, 27, 34, 22, 2, 4
2024/3/11, 61, 23, 29, 21, 2, 4
2024/3/12, 58, 36, 57, 17, 3, 4
2024/3/13, 77, 48, 73, 19, 3, 4
2024/3/14, 97, 45, 47, 18, 3, 4
2024/3/15, 94, 45, 54, 15, 3, 4
2024/3/16, 92, 59, 43, 6, 2, 2
2024/3/17, 58, 15, 37, 10, 2, 2
2024/3/18, 26, 34, 44, 13, 2, 3
2024/3/19, 71, 33, 41, 5, 2, 2
2024/3/20, 77, 31, 42, 13, 2, 3
2024/3/21, 69, 34, 45, 20, 2, 4
2024/3/22, 62, 42, 50, 8, 2, 3
2024/3/23, 65, 22, 44, 11, 2, 3
2024/3/24, 45, 15, 36, 12, 2, 3
2024/3/25, 32, 5, 36, 7, 2, 2
2024/3/26, 12, 18, 43, 17, 2, 3
2024/3/27, 43, 18, 41, 18, 2, 4
2024/3/28, 49, 168, 41, 14, 2, 4
2024/3/29, 97, 58, 45, 13, 2, 3
2024/3/30, 55, 33, 41, 8, 2, 3
2024/3/31, 40, 34, 49, 11, 3, 3
2023/10/1, 34, 13, 36, 5, 2, 3
2023/10/2, 30, 15, 29, 9, 2, 4
2023/10/3, 42, 16, 45, 10, 2, 4
2023/10/4, 47, 28, 32, 2, 2, 3
2023/10/5, 24, 15, 25, 9, 2, 3
2023/10/6, 29, 17, 27, 12, 2, 4
2023/10/7, 42, 8, 25, 7, 2, 3
2023/10/8, 20, 8, 29, 7, 2, 3
2023/10/9, 21, 14, 32, 7, 2, 3
2023/10/10, 39, 18, 36, 10, 2, 3
2023/10/11, 50, 19, 44, 13, 2, 4
2023/10/12, 56, 25, 35, 13, 3, 4
2023/10/13, 66, 20, 21, 14, 2, 4
2023/10/14, 60, 16, 48, 9, 2, 4
2023/10/15, 48, 38, 38, 6, 3, 4
2023/10/16, 62, 24, 33, 12, 2, 4
2023/10/17, 43, 25, 40, 19, 3, 5
2023/10/18, 58, 23, 33, 20, 2, 5
2023/10/19, 56, 18, 27, 3, 2, 3
2023/10/20, 29, 14, 29, 7, 2, 3
2023/10/21, 23, 19, 30, 11, 3, 4
2023/10/22, 39, 24, 45, 13, 2, 4
2023/10/23, 54, 27, 35, 16, 2, 4
2023/10/24, 64, 27, 43, 16, 2, 4
2023/10/25, 65, 39, 62, 19, 3, 5
2023/10/26, 89, 23, 35, 7, 2, 4
2023/10/27, 51, 30, 31, 16, 2, 5
2023/10/28, 65, 25, 36, 13, 2, 5
2023/10/29, 61, 33, 38, 19, 3, 5
2023/10/30, 72, 35, 49, 16, 3, 4
2023/10/31, 76, 43, 56, 16, 3, 5
2023/11/1, 83, 34, 54, 9, 2, 4
2023/11/2, 65, 31, 42, 9, 2, 4
2023/11/3, 52, 42, 27, 7, 2, 4
2023/11/4, 60, 14, 24, 6, 2, 3
2023/11/5, 31, 20, 31, 5, 2, 3
2023/11/6, 32, 15, 31, 5, 1, 3
2023/11/7, 26, 13, 20, 18, 2, 4
2023/11/8, 30, 24, 29, 25, 3, 5
2023/11/9, 55, 14, 30, 3, 2, 3
2023/11/10, 37, 16, 30, 6, 2, 3
2023/11/11, 38, 18, 30, 5, 2, 3
2023/11/12, 47, 19, 26, 11, 2, 4
2023/11/13, 52, 19, 28, 14, 2, 4
2023/11/14, 51, 30, 22, 21, 2, 5
2023/11/15, 69, 36, 15, 26, 2, 6
2023/11/16, 92, 15, 21, 7, 2, 3
2023/11/17, 31, 19, 27, 5, 2, 3
2023/11/18, 50, 33, 32, 16, 3, 5
2023/11/19, 75, 25, 20, 18, 3, 5
2023/11/20, 60, 27, 13, 31, 3, 6
2023/11/21, 68, 32, 16, 35, 4, 6
2023/11/22, 78, 61, 34, 14, 3, 6
2023/11/23, 109, 13, 25, 4, 2, 3
2023/11/24, 33, 15, 20, 12, 2, 4
2023/11/25, 39, 21, 16, 26, 3, 5
2023/11/26, 57, 32, 23, 28, 3, 6
2023/11/27, 77, 27, 29, 8, 3, 4
2023/11/28, 62, 13, 28, 16, 2, 4
2023/11/29, 33, 15, 26, 7, 2, 3
2023/11/30, 33, 19, 25, 11, 2, 4
2023/12/1, 43, 28, 25, 23, 3, 5
2023/12/2, 62, 32, 22, 15, 3, 6
2023/12/3, 73, 33, 10, 32, 3, 7
